-0.9591509,-0.2828635,0.004217783,0.09947369,0.2510526,0.5052631
-0.9845023,-0.1536668,0.08450959,0.2084211,0.1373684,0.5694737
-0.9784451,-0.1886558,0.08398964,0.1484211,0.04578947,0.7047369
-0.9752788,-0.2159741,0.0467601,0.09789474,-0.03631579,0.8005263
-0.9683887,-0.2465874,0.03765621,0.06789474,-0.1294737,0.7894737
-0.9700112,-0.242723,0.01279662,0.05684211,-0.2305263,0.7189474
-0.9668995,-0.2551207,0.004328813,0.02421053,-0.3205263,0.668421
-0.9579334,-0.2866854,0.01322507,0.0005263158,-0.3968421,0.601579
-0.957264,-0.286485,0.03964748,0.002631579,-0.4678947,0.5647368
-0.9582908,-0.2765038,0.0722805,0.05578947,-0.5489474,0.5984211
-0.9588773,-0.2730736,0.07736428,0.1147368,-0.6789474,0.6363158
-0.9566777,-0.2612354,0.1285444,0.1473684,-0.8678948,0.5978947
-0.9595367,-0.2479538,0.1334474,0.14,-1.102632,0.4647368
-0.960111,-0.2478911,0.1293708,0.1142105,-1.363158,0.341579
-0.9516267,-0.2680369,0.1502094,0.1189474,-1.639474,0.1978948
-0.9505555,-0.2677352,0.1573594,0.1436842,-1.906842,0.07684211
-0.9512615,-0.2658651,0.1562602,0.1873684,-2.163158,0.04
-0.9505555,-0.2677352,0.1573594,0.2468421,-2.424737,0.01736842
-0.9487074,-0.2757999,0.1545598,0.2805263,-2.642105,-0.02526316
-0.9463497,-0.2915043,0.1394542,0.2778947,-2.813158,-0.1489474
-0.9392161,-0.2995027,0.167843,0.24,-2.921053,-0.3252631
-0.9345024,-0.3089999,0.1767039,0.2326316,-3.022631,-0.4378948
-0.9243071,-0.3170991,0.2123781,0.2757895,-3.102632,-0.5278947
-0.917106,-0.3270278,0.2279678,0.3278947,-3.142632,-0.521579
-0.9186834,-0.2970445,0.2603559,0.3857895,-3.161579,-0.4594737
-0.9086026,-0.3093291,0.2806364,0.4110526,-3.177895,-0.3573684
-0.8861455,-0.3479292,0.3060907,0.4231579,-3.167895,-0.2994737
-0.8454482,-0.4121181,0.3396704,0.4289474,-3.111579,-0.3
-0.803301,-0.4574956,0.3813204,0.5336842,-3.083684,-0.2436842
-0.7952662,-0.4594052,0.3955989,0.7542105,-3.17,-0.07421053
-0.7569442,-0.5103805,0.4081019,0.9768422,-3.301579,0.101579
-0.6812539,-0.5912948,0.4315827,1.108421,-3.378947,-0.0005263158
-0.5860118,-0.6166934,0.5256228,1.146316,-3.334211,-0.4263158
-0.5724431,-0.5580807,0.6007119,1.190526,-3.23,-0.8121053
-0.5463345,-0.5197411,0.6568012,1.261579,-3.152105,-0.898421
-0.5563595,-0.3685134,0.7447563,1.37,-3.11,-0.7947369
-0.5130679,-0.1695867,0.8414284,1.356316,-3.058947,-0.5878947
-0.4162506,-0.07608881,0.9060607,1.232632,-3.014211,-0.3184211
-0.3853853,-0.07597201,0.919623,1.053158,-2.937369,-0.171579
-0.3542586,-0.1818706,0.9172916,0.8647369,-2.881579,-0.1631579
