0.3363542,-0.9156401,0.2201566,-0.1547368,0.2957895,0.5352632
0.2763977,-0.9296474,0.2436395,-0.09157895,0.32,0.558421
0.2728515,-0.9336452,0.2320745,-0.04368421,0.2621053,0.6215789
0.2569793,-0.9394941,0.2265225,0.03526316,0.2284211,0.7084211
0.2663606,-0.9348395,0.2347919,0.1010526,0.2068421,0.6868421
0.2836528,-0.9229389,0.2602401,0.07526316,0.1921053,0.6457895
0.2551129,-0.9212505,0.2936237,-0.03052632,0.1952632,0.5742105
0.2302803,-0.9157836,0.3291072,-0.1426316,0.1636842,0.52
0.1969494,-0.9272583,0.3184384,-0.2068421,0.13,0.5010527
0.1644752,-0.9295886,0.3298678,-0.1994737,0.09789474,0.52
0.1547594,-0.9167278,0.3683198,-0.09894738,0.02157895,0.6063158
0.1658338,-0.897752,0.4080938,0.06052632,-0.06421053,0.6810527
0.1553342,-0.8863665,0.4361486,0.171579,-0.1331579,1.004737
0.1745629,-0.8897511,0.4217475,0.3452632,-0.1289474,1.286316
0.1866002,-0.8959022,0.4031621,0.5805264,-0.008421053,1.678421
0.151051,-0.9041153,0.3996988,0.7247368,0.1621053,1.906842
0.1095861,-0.9081112,0.4041349,0.8157895,0.3452632,1.967895
0.04674337,-0.9022979,0.4285716,0.8463158,0.5021053,1.922105
-0.01435415,-0.9005145,0.434589,0.7973684,0.6094737,1.782105
-0.04603468,-0.8984186,0.4367205,0.7231579,0.6278948,1.56
-0.06360473,-0.9003693,0.4304526,0.7231579,0.6010526,1.4
-0.06712115,-0.9047589,0.4206022,0.8310527,0.5542105,1.331053
-0.05747277,-0.9044101,0.4227758,1.019474,0.4910527,1.404211
-0.03340826,-0.9094562,0.4144555,1.246842,0.4389474,1.568947
-0.01321494,-0.9140758,0.405328,1.421053,0.4521053,1.703158
-0.02483676,-0.9155773,0.4013743,1.56,0.4989474,1.822105
-0.03125844,-0.9199392,0.3908131,1.664737,0.5163158,1.892632
-0.04361905,-0.9180012,0.3941715,1.747368,0.5152631,1.92
-0.05768277,-0.9095727,0.4115218,1.796842,0.48,1.917369
-0.05445192,-0.9081174,0.4151599,1.807895,0.42,1.915789
-0.04934608,-0.9062346,0.4198855,1.801053,0.3578947,1.946316
-0.03751566,-0.9120741,0.4083053,1.813684,0.3142105,1.997368
-0.01764975,-0.9156238,0.4016487,1.839474,0.2836842,2.058947
-0.01097817,-0.9124078,0.4091352,1.877895,0.3042105,2.115789
-0.01151671,-0.9031333,0.4292058,1.910526,0.3389474,2.171579
-0.02053785,-0.9002643,0.434859,1.921053,0.3705263,2.215263
-0.05598815,-0.874647,0.4815163,1.909474,0.3884211,2.260526
-0.08449115,-0.8583957,0.5059823,1.88,0.3910526,2.280526
-0.1393138,-0.8313406,0.5380191,1.823684,0.3694737,2.293684
-0.2050854,-0.8064243,0.5546349,1.764211,0.3326316,2.261053
-0.2568185,-0.7700679,0.5839861,1.686842,0.251579,2.201053
-0.2917019,-0.7448132,0.6001362,1.596842,0.1636842,2.111053
-0.3032224,-0.7128862,0.6323366,1.482105,0.06842105,2.031053
-0.3149289,-0.6935533,0.6479226,1.387368,-0.01842105,2.002105
-0.307386,-0.6704568,0.675279,1.335789,-0.07052632,2.01
-0.2945383,-0.656852,0.6941129,1.272105,-0.09736842,2.084211
-0.3156224,-0.6680405,0.6738726,1.221579,-0.1,2.166842
-0.3351246,-0.6845488,0.6473672,1.203684,-0.1036842,2.299474
-0.3616292,-0.6964224,0.619855,1.200526,-0.1347369,2.415263
-0.3814772,-0.6954644,0.6089372,1.185263,-0.1815789,2.467369
-0.3962556,-0.685829,0.6104262,1.161053,-0.2247368,2.48579
-0.4211694,-0.677494,0.6030076,1.11579,-0.25,2.488421
-0.4477319,-0.6727353,0.5890359,1.070526,-0.27,2.452105
-0.4602381,-0.6721508,0.5799949,0.991579,-0.3094737,2.386842
-0.4710631,-0.6752255,0.5676003,0.9005263,-0.3378948,2.307895
-0.4803831,-0.6860824,0.5463726,0.8663158,-0.3836842,2.261579
-0.4803831,-0.6860824,0.5463726,0.9142105,-0.4605263,2.242105
-0.4710631,-0.6752255,0.5676003,1.025789,-0.5326316,2.292632
-0.472409,-0.6499299,0.5953326,1.131579,-0.5573685,2.38
-0.4810652,-0.6377823,0.6015064,1.237368,-0.561579,2.467369
-0.5123152,-0.5870686,0.6268043,1.295789,-0.5721053,2.476316
-0.5256408,-0.556879,0.6431078,1.275263,-0.6,2.43
-0.5583287,-0.5092483,0.6549315,1.200526,-0.6673684,2.321579
-0.5563212,-0.493157,0.6688071,1.073158,-0.7305263,2.141053
-0.5437051,-0.4649482,0.6987188,0.9526316,-0.7994737,1.944737
-0.5146661,-0.4553411,0.726487,0.8478948,-0.8668421,1.764737
-0.4582326,-0.4680088,0.7556393,0.8010526,-0.9084211,1.673158
-0.4203176,-0.4142915,0.8072767,0.8157895,-0.9005263,1.630526
-0.3887018,-0.3647388,0.8460949,0.8489474,-0.8652632,1.671579
-0.4026259,-0.3304412,0.8536398,0.9026316,-0.7968422,1.717368
-0.4017653,-0.2234481,0.8880628,0.9426316,-0.7831579,1.707895
-0.3341209,-0.09078846,0.9381474,0.9400001,-0.8031579,1.653158
-0.1978116,0.05682145,0.9785918,0.88,-0.8168421,1.591053
-0.2161564,0,0.9763588,0.8015789,-0.7610527,1.550526
-0.278507,-0.01696996,0.9602843,0.7321053,-0.6889474,1.49421
-0.3051768,0,0.9522957,0.7189474,-0.6642106,1.372105
-0.2764087,0.1201707,0.9534974,0.7057895,-0.7142105,1.304211
-0.2739472,0.1786508,0.9450063,0.6747368,-0.7768421,1.220526
-0.2151591,0.2386934,0.9469593,0.6336842,-0.8468422,1.176316
-0.1466373,0.3103698,0.939238,0.5963158,-0.8763158,1.111053
-0.08372746,0.3673205,0.9263182,0.5589474,-0.8731579,1.083684
-0.05446095,0.3598104,0.9314346,0.5131579,-0.8678948,1.102105
-0.007917821,0.3184156,0.9479182,0.4978947,-0.8768421,1.082105
0.04139612,0.3329495,0.9420356,0.4884211,-0.8731579,1.036842
0.1222545,0.3933178,0.9112381,0.4673684,-0.8442106,0.9636843
0.1738186,0.4493651,0.8762752,0.4368421,-0.8131579,0.8852631
0.2446608,0.4919524,0.8355381,0.3973684,-0.7936842,0.7973684
0.296797,0.5355766,0.7906132,0.3505263,-0.7768421,0.7463158
0.3637449,0.5224292,0.7712051,0.3068421,-0.7294737,0.7005264
0.4149024,0.5308965,0.7389214,0.2652632,-0.67,0.6852632
0.4496639,0.4903934,0.7465365,0.2421053,-0.5978947,0.6594737
0.4616997,0.4870106,0.7413867,0.2436842,-0.5247369,0.6078947
0.4744083,0.5136481,0.7149143,0.2621053,-0.4536842,0.5831579
0.481855,0.5476342,0.6840413,0.2894737,-0.3694737,0.5521052
0.4774745,0.5814587,0.658729,0.3026316,-0.2868421,0.5526316
0.4650402,0.5663166,0.680458,0.2926316,-0.1868421,0.5678948
0.4472938,0.5735286,0.6862894,0.2857895,-0.07947369,0.5747369
0.414824,0.5646273,0.7135243,0.2742105,0.02368421,0.5868421
0.356519,0.5734971,0.7375603,0.2636842,0.09947369,0.5805264
0.3096618,0.5591172,0.7690887,0.251579,0.14,0.5894737
0.278313,0.5471826,0.7893879,0.2310526,0.1621053,0.5842105
0.2408178,0.5550873,0.7961688,0.221579,0.1889474,0.5573685
0.2164723,0.5529134,0.8046281,0.1910526,0.2084211,0.5405263
0.1869026,0.5352514,0.8237557,0.1689474,0.2163158,0.5373684
0.1741005,0.4968778,0.8501773,0.14,0.2194737,0.5278947
0.1374633,0.519641,0.8432539,0.1178947,0.2189474,0.528421
0.1144898,0.4823461,0.8684666,0.101579,0.2131579,0.5389474
0.08994272,0.4574506,0.8846747,0.08052631,0.1963158,0.5505263
0.07870123,0.4536463,0.8876999,0.05894737,0.19,0.57
0.05723266,0.4080134,0.9111802,0.03473684,0.1773684,0.5721053
0.03645633,0.4084117,0.9120696,0.009473684,0.161579,0.5752632
0.03554014,0.3675211,0.9293358,-0.01684211,0.1531579,0.5689474
0.03567237,0.3586416,0.9327935,-0.05,0.1415789,0.5552632
0.02551618,0.3283631,0.9442068,-0.08052631,0.1442105,0.5568421
0.02584483,0.2910184,0.9563683,-0.09473684,0.1410526,0.55
0.02517773,0.2733814,0.9615761,-0.1036842,0.1584211,0.5426316
0.01522967,0.2449847,0.9694073,-0.1094737,0.1678947,0.5221053
0.01537126,0.2060521,0.9784203,-0.1205263,0.1742105,0.5005263
0.02566655,0.1961145,0.9802451,-0.1163158,0.1757895,0.4789474
